source_file,run_name,id,category,prompt_length_words,generation_length_words,length_bucket,feature_clipping_enabled,feature_clip_layer,feature_clip_tokens_collected,perplexity,energy,entropy,lexical_similarity,eigenIndicator,eigenIndicatorOutput,answer_similarity,rough_correct,rough_hallucination
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_47,biographies,7,1,short_0_100,True,model.layers.20,1107,1.7213534070938552,-13.240884780883789,0.5241053870597214,0.09627304420988765,-2.039754945225949,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_48,biographies,7,43,short_0_100,True,model.layers.20,1107,0.859282632884539,-17.36196817457676,0.4857788802862989,0.17304308623549128,-2.162386134115981,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_49,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6805439470637618,-13.332887649536133,0.5922221366512676,0.12206436924961866,-2.3132020826528015,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_50,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6238036721807712,-13.444116592407227,0.4314253120856775,0.06374540679320155,-2.030298654968603,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_51,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6188345739149965,-12.876646995544434,0.5901814496184058,0.11535020696503827,-2.136667017404649,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_52,biographies,7,1,short_0_100,True,model.layers.20,1107,1.696607462813941,-12.91145133972168,0.5930417502271438,0.06661015956245589,-2.1620670282228853,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_53,biographies,7,1,short_0_100,True,model.layers.20,1107,1.6430191345706469,-13.225050449371338,0.525374408165067,0.12627820647637242,-2.159153598834837,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_54,biographies,7,1,short_0_100,True,model.layers.20,1107,1.5971875375575912,-13.233906269073486,0.5587161264696177,0.2508099910007602,-2.319756344100368,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_55,biographies,7,1,short_0_100,True,model.layers.20,1107,1.471985313823735,-13.409485340118408,0.5680114886559358,0.12375787396242319,-2.316656458534481,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_56,biographies,8,14,short_0_100,True,model.layers.20,1107,1.1077790185570144,-15.826216773986816,0.5943770484847426,0.08914537571087727,-2.2094860854314664,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_57,biographies,7,33,short_0_100,True,model.layers.20,1107,0.664971480584448,-17.81108957529068,0.5580742512363824,0.13763470725789015,-2.229089301469176,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_58,biographies,7,1,short_0_100,True,model.layers.20,1107,1.660604559582193,-13.016073226928711,0.6034055813363433,0.09139708244721678,-2.243419180614401,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_59,biographies,7,15,short_0_100,True,model.layers.20,1107,1.1123776711710562,-14.71023941040039,0.4934406412745451,0.20374866435642391,-2.054812424242071,,,,
halogen_outputs/tinyllama_biographies_100_clip/0.pkl,tinyllama_biographies_100_clip,halogen_60,biographies,7,5,short_0_100,True,model.layers.20,1107,0.7525721182994732,-16.848725905785194,0.47882394994745525,0.1314735843607088,-2.1786045954671764,,,,
